book_id,isbn,authors,original_publication_year,title,language_code,image_url
5635,1523662441,Penelope Ward,2016,RoomHate,eng,https://images.gr-assets.com/books/1453991440m/27083865.jpg
5636,1416960597,Elizabeth Scott,2008,Living Dead Girl,en-US,https://images.gr-assets.com/books/1314272108m/2954411.jpg
5637,938077872,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,The Dhammapada,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5638,,Kristen Ashley,2012,"Law Man (Dream Man, Number 3)",en-US,https://images.gr-assets.com/books/1327911077m/13412515.jpg
5639,671028367,Kathy Reichs,2000,"Deadly Decisions (Temperance Brennan, Number 3)",en-US,https://images.gr-assets.com/books/1452313887m/128754.jpg
5640,812995821,Brené Brown,2015,Rising Strong,en-GB,https://images.gr-assets.com/books/1428641002m/23317538.jpg
5641,385344031,Alan Bradley,2013,"Speaking from Among the Bones (Flavia de Luce, Number 5)",eng,https://images.gr-assets.com/books/1344371922m/13642963.jpg
5642,316018775,"James Patterson, Maxine Paetro",2009,Swimsuit,eng,https://images.gr-assets.com/books/1344268075m/5551522.jpg
5643,842371516,Elisabeth Elliot,1956,Through Gates of Splendor,en-US,https://images.gr-assets.com/books/1406510855m/56634.jpg
5644,,Tarryn Fisher,2012,"Dirty Red (Love Me with Lies, Number 2)",eng,https://images.gr-assets.com/books/1364298887m/15832316.jpg
5645,316213071,Holly Black,2015,The Darkest Part of the Forest,eng,https://images.gr-assets.com/books/1397755014m/20958632.jpg
5646,380794470,Susan Elizabeth Phillips,1998,"Dream a Little Dream (Chicago Stars, Number 4)",en-US,https://images.gr-assets.com/books/1308818689m/73095.jpg
5647,,"خالد الخميسي, Khaled Al Khamissi",2006,تاكسي: حواديت المشاوير,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5648,312144075,Gail Tsukiyama,1994,The Samurai's Garden,en-US,https://images.gr-assets.com/books/1327876036m/51113.jpg
5649,,Sally   Thorne,2016,The Hating Game,eng,https://images.gr-assets.com/books/1467138679m/25883848.jpg
5650,804177996,Julia Heaberlin,2015,Black-Eyed Susans,eng,https://images.gr-assets.com/books/1431975016m/23746004.jpg
5651,,Penny Reid,2013,"Neanderthal Seeks Human (Knitting in the City, Number 1)",eng,https://images.gr-assets.com/books/1364347894m/17673307.jpg
5652,1416971777,"Scott Westerfeld, Keith Thompson",2011,"Goliath (Leviathan, Number 3)",eng,https://images.gr-assets.com/books/1299808712m/9918083.jpg
5653,1421506718,"Akira Amano, JN Productions, Frances E. Wall",2004,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, Number 1)",,https://images.gr-assets.com/books/1383918162m/824763.jpg
5654,,Karin Slaughter,2012,"Criminal (Will Trent, Number 6)",eng,https://images.gr-assets.com/books/1334414049m/12922320.jpg
5655,425180964,Tom Clancy,2000,"The Bear and the Dragon (Jack Ryan Universe, Number 11)",en-US,https://images.gr-assets.com/books/1361933747m/19687.jpg
5656,399158987,Sue Grafton,2013,"W is for Wasted (Kinsey Millhone, Number 23)",eng,https://images.gr-assets.com/books/1367622462m/17707605.jpg
5657,1584790830,Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,en-US,https://images.gr-assets.com/books/1473385712m/101249.jpg
5658,312335288,James Herriot,1976,All Things Wise and Wonderful,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5659,312934327,Sherrilyn Kenyon,2005,Sins of the Night (Dark-Hunter Number 7),eng,https://images.gr-assets.com/books/1317065358m/84135.jpg
5660,1595143998,Beth Revis,2013,"Shades of Earth (Across the Universe, Number 3)",eng,https://images.gr-assets.com/books/1346494567m/10345937.jpg
5661,1416509631,Ursula K. Le Guin,1990,"Tehanu (Earthsea Cycle, Number 4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5662,62217070,Amy Tintera,2013,"Reboot (Reboot, Number 1)",eng,https://images.gr-assets.com/books/1350931774m/13517455.jpg
5663,1594486638,Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,eng,https://images.gr-assets.com/books/1435507354m/25065629.jpg
5664,1400067669,Jon Meacham,2012,Thomas Jefferson: The Art of Power,eng,https://images.gr-assets.com/books/1342043615m/13533740.jpg
5665,7113803,Agatha Christie,1936,"Murder in Mesopotamia (Hercule Poirot, Number 14)",eng,https://images.gr-assets.com/books/1308808558m/16360.jpg
5666,553575376,Iain M. Banks,1996,"Excession (Culture, Number 5)",en-US,https://images.gr-assets.com/books/1288930712m/12013.jpg
5667,038079487X,Pearl Cleage,1997,"What Looks Like Crazy on an Ordinary Day (Idlewild, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5668,449000621,Sue Grafton,1990,"G is for Gumshoe (Kinsey Millhone, Number 7)",eng,https://images.gr-assets.com/books/1315138148m/257990.jpg
5669,1455521310,David Baldacci,2013,"King and Maxwell (Sean King & Michelle Maxwell, Number 6)",eng,https://images.gr-assets.com/books/1379456669m/17333431.jpg
5670,60958340,Irvin D. Yalom,1989,Love's Executioner and Other Tales of Psychotherapy,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5671,316037885,Trudi Canavan,2009,"The Magician's Apprentice (Black Magician, Number 0.5)",eng,https://images.gr-assets.com/books/1344264805m/3342764.jpg
5672,593046315,Steven Erikson,2007,"Reaper's Gale (The Malazan Book of the Fallen, Number 7)",eng,https://images.gr-assets.com/books/1403011403m/459064.jpg
5673,1595541209,Frank E. Peretti,1999,The Visitation,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5674,1600106951,"Joe Hill, Gabriel Rodríguez",2010,"Locke & Key, Vol. 3: Crown of Shadows",en-US,https://images.gr-assets.com/books/1377306494m/7202841.jpg
5675,1576751740,The Arbinger Institute,2000,Leadership and Self-Deception: Getting Out of the Box,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5676,1857230213,"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, Number 3)",eng,https://images.gr-assets.com/books/1375814957m/112518.jpg
5677,031235164X,Lisa Kleypas,2008,"Blue-Eyed Devil (Travises, Number 2)",en-US,https://images.gr-assets.com/books/1311990880m/1756703.jpg
5678,140184937,Graham Greene,1958,Our Man in Havana,eng,https://images.gr-assets.com/books/1327926887m/133394.jpg
5679,140123206X,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,eng,https://images.gr-assets.com/books/1503127212m/10889279.jpg
5680,316097543,"James Patterson, Marshall Karp",2011,Kill Me If You Can,eng,https://images.gr-assets.com/books/1344263782m/9682816.jpg
5681,,Darren Shan,2003,"Killers of the Dawn (Cirque Du Freak, Number 9)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5682,515089931,Corrie ten Boom,1974,Tramp for the Lord,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5683,60278684,"Laura Joffe Numeroff, Felicia Bond",2000,If You Take a Mouse to the Movies,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5684,1423340418,"Laurell K. Hamilton, Laural Merlington",2007,"A Lick of Frost (Merry Gentry, Number 6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5685,99690608,"Orson Scott Card, James Cameron",1989,The Abyss,eng,https://images.gr-assets.com/books/1225165505m/40289.jpg
5686,031262168X,Paula Brackston,1991,"The Witch's Daughter (The Witch's Daughter, Number 1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5687,149262344X,"Katarina Bivald, Alice Menzies",2013,The Readers of Broken Wheel Recommend,eng,https://images.gr-assets.com/books/1452107441m/25573977.jpg
5688,60004878,Dennis Lehane,2012,"Live by Night (Coughlin, Number 2)",eng,https://images.gr-assets.com/books/1334590418m/13083008.jpg
5689,62004042,Amy Plum,2012,"Until I Die (Revenants, Number 2)",en-US,https://images.gr-assets.com/books/1335240840m/12908877.jpg
5690,1439192812,"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,en-US,https://images.gr-assets.com/books/1327883246m/11256979.jpg
5691,842356290,"Karen Kingsbury, Gary Smalley",2002,"Remember (Redemption, Number 2)",eng,https://images.gr-assets.com/books/1406506306m/35332.jpg
5692,316097527,James Patterson,2013,"Alex Cross, Run (Alex Cross, Number 20)",,https://images.gr-assets.com/books/1343360404m/13521299.jpg
5693,812979915,Christian Lander,2008,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5694,425259870,Nora Roberts,2014,"Blood Magick (The Cousins O'Dwyer Trilogy, Number 3)",eng,https://images.gr-assets.com/books/1458263077m/18754961.jpg
5695,345348672,Stephen R. Donaldson,1977,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Number 3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5696,718149866,Marian Keyes,2009,The Brightest Star in the Sky,en-GB,https://images.gr-assets.com/books/1268685823m/6539596.jpg
5697,62001035,Heather Dixon,2011,Entwined,en-US,https://images.gr-assets.com/books/1279037245m/8428195.jpg
5698,1592407110,Rachel Dratch,2012,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5699,307350436,Gabriel García Márquez,1961,El coronel no tiene quien le escriba,spa,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5700,140283358,J.M. Coetzee,1980,Waiting for the Barbarians,eng,https://images.gr-assets.com/books/1330879044m/6194.jpg
5701,385423608,Willy Lindwer,1988,The Last Seven Months of Anne Frank,,https://images.gr-assets.com/books/1320487142m/769212.jpg
5702,147670869X,Walter Isaacson,2014,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,https://images.gr-assets.com/books/1410191571m/21856367.jpg
5703,1400065593,Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,https://images.gr-assets.com/books/1320448527m/316558.jpg
5704,684859238,Ernest Hemingway,1937,To Have and Have Not,eng,https://images.gr-assets.com/books/1400886825m/4630.jpg
5705,451219597,Ken Follett,2001,Jackdaws,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5706,,محمد السالم,2013,حبيبتي بكماء,ara,https://images.gr-assets.com/books/1377064343m/18363068.jpg
5707,60750863,Neal Stephenson,2004,"The System of the World (The Baroque Cycle, Number 3)",en-US,https://images.gr-assets.com/books/1407712273m/116257.jpg
5708,60734000,Ben Mikaelsen,1997,"Touching Spirit Bear (Spirit Bear, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5709,1439142009,Rachel Kushner,2013,The Flamethrowers,eng,https://images.gr-assets.com/books/1387146199m/15803141.jpg
5710,62076108,Jeaniene Frost,2013,"Twice Tempted (Night Prince, Number 2)",en-GB,https://images.gr-assets.com/books/1352947741m/13125234.jpg
5711,1439187010,Deborah Feldman,2012,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,https://images.gr-assets.com/books/1336676500m/13547241.jpg
5712,62318322,Kiera Cass,2014,"The Selection Stories: The Prince & The Guard (The Selection, Number 0.5, 2.5)",eng,https://images.gr-assets.com/books/1380214609m/18172471.jpg
5713,61914177,Gary Vaynerchuk,2009,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5714,044101173X,Alastair Reynolds,2003,Redemption Ark,eng,https://images.gr-assets.com/books/1309206851m/89190.jpg
5715,345485777,Steve Berry,2007,"The Venetian Betrayal (Cotton Malone, Number 3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5716,151189781,T.S. Eliot,1963,"Collected Poems, 1909-1962",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5717,395957753,Lloyd C. Douglas,1942,The Robe,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5718,786834277,"Walt Disney Company, Ellen Titlebaum",2002,Beauty and the Beast,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5719,1594486409,Anton DiSclafani,2013,The Yonahlossee Riding Camp for Girls,eng,https://images.gr-assets.com/books/1364772121m/16158508.jpg
5720,1250052386,Kylie Scott,2014,"Lead (Stage Dive, Number 3)",eng,https://images.gr-assets.com/books/1396467599m/19286623.jpg
5721,553588370,Kelley Armstrong,2007,"No Humans Involved (Women of the Otherworld, Number 7)",eng,https://images.gr-assets.com/books/1362703261m/862350.jpg
5722,60766247,"Joseph Delaney, Patrick  Arrasmith",2007,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, Number 3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5723,747538352,Gavin de Becker,1997,The Gift of Fear: Survival Signals That Protect Us from Violence,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5724,1442406593,Jennifer Echols,2010,"Endless Summer (The Boys Next Door, Number 1-2)",eng,https://images.gr-assets.com/books/1276962830m/7124475.jpg
5725,006194436X,Lincoln Peirce,2010,"Big Nate Strikes Again (Big Nate Novels, Number 2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5726,778319059,Mary Kubica,2016,Don't You Cry,,https://images.gr-assets.com/books/1459917062m/27821486.jpg
5727,,Willard F. Harley Jr.,1986,"His Needs, Her Needs: Building an Affair-Proof Marriage",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5728,515141666,Nora Roberts,2006,"Dance of the Gods (Circle Trilogy, Number 2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5729,1442402008,Kelly Creagh,2010,"Nevermore (Nevermore, Number 1)",en-US,https://images.gr-assets.com/books/1294381693m/7129598.jpg
5730,802131808,"Sadegh Hedayat, D.P. Costello",1937,The Blind Owl,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5731,61906220,"Eric Litwin, James Dean",2010,Pete the Cat: I Love My White Shoes,en-US,https://images.gr-assets.com/books/1319030278m/6871646.jpg
5732,307738612,"Jonathan Stroud, Simon  Jones",2010,"The Ring of Solomon (Bartimaeus, Number 0.5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5733,439568471,R.L. Stine,1992,"Welcome to Dead House (Goosebumps, Number 1)",en-US,https://images.gr-assets.com/books/1328867798m/125553.jpg
5734,60837055,Louise Erdrich,2003,The Master Butchers Singing Club,,https://images.gr-assets.com/books/1410133209m/142900.jpg
5735,765319233,Glen Cook,1986,"Chronicles of the Black Company (The Chronicles of the Black Company, Number 1-3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5736,1481438867,Abbi Glines,2015,"Until Friday Night (The Field Party, Number 1)",eng,https://images.gr-assets.com/books/1429191171m/22522202.jpg
5737,671774670,Melinda Haynes,1999,Mother of Pearl,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5738,1501124374,Chris Cleave,2016,Everyone Brave is Forgiven,eng,https://images.gr-assets.com/books/1462176457m/25814512.jpg
5739,553129198,Michael Crichton,1975,The Great Train Robbery,,https://images.gr-assets.com/books/1328309104m/7682.jpg
5740,739437585,Danielle Steel,2003,Safe Harbour,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5741,345467515,Kristin Hannah,2004,The Things We Do for Love,en-GB,https://images.gr-assets.com/books/1320542055m/297134.jpg
5742,765343266,Juliet Marillier,2000,"Son of the Shadows (Sevenwaters, Number 2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5743,451207793,Ken Follett,1980,The Key to Rebecca,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5744,451233328,Chloe Neill,2011,"Hard Bitten (Chicagoland Vampires, Number 4)",en-US,https://images.gr-assets.com/books/1372850762m/9581001.jpg
5745,060961066X,"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,eng,https://images.gr-assets.com/books/1320438055m/120231.jpg
5746,,Fisher Amelie,2012,"Vain (The Seven Deadly, Number 1)",eng,https://images.gr-assets.com/books/1376504907m/18331807.jpg
5747,812974417,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5748,515128554,Nora Roberts,2000,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, Number 3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5749,440244498,Lara Adrian,2008,"Veil of Midnight (Midnight Breed, Number 5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5750,380792648,James Rollins,1999,Subterranean,eng,https://images.gr-assets.com/books/1336889308m/98807.jpg
5751,375713751,Allison Pearson,2001,I Don't Know How She Does It,en-US,https://images.gr-assets.com/books/1320396351m/39045.jpg
5752,1563897156,"Garth Ennis, Steve Dillon",2001,"Preacher, Volume 9: Alamo",eng,https://images.gr-assets.com/books/1309916938m/102958.jpg
5753,1500453307,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet (Wayfarers, Number 1)",eng,https://images.gr-assets.com/books/1405532474m/22733729.jpg
5754,140286802,"Jorge Luis Borges, Andrew Hurley",1998,Collected Fictions,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5755,689868235,Holly Black,2002,Valiant (Modern Faerie Tales Number 2),eng,https://images.gr-assets.com/books/1332713354m/266607.jpg
5756,743464664,John le Carré,1989,The Russia House,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5757,1606840592,Jennifer Lynn Barnes,2010,"Raised by Wolves (Raised by Wolves, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5758,451219244,Harlan Coben,2006,Promise Me (Myron Bolitar Number 8),eng,https://images.gr-assets.com/books/1361152177m/43924.jpg
5759,61720852,L.J. Smith,2011,"Midnight (The Vampire Diaries: The Return, Number 3)",en-US,https://images.gr-assets.com/books/1277829186m/6934395.jpg
5760,312934343,Sherrilyn Kenyon,2006,"Dark Side of the Moon (Dark-Hunter Number 9, Were-Hunter Number 3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5761,151010986,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",en-US,https://images.gr-assets.com/books/1328876733m/522525.jpg
5762,,T.R. Ragan,2011,Abducted (Lizzy Gardner Number 1),eng,https://images.gr-assets.com/books/1446520793m/13765729.jpg
5763,451197879,"Richard Bachman, Stephen King",1981,Roadwork,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5764,425204049,Clive Cussler,2001,"Valhalla Rising (Dirk Pitt, Number 16)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5765,60845503,Jared Diamond,1991,The Third Chimpanzee: The Evolution and Future of the Human Animal,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5766,688163181,Dennis Lehane,2008,The Given Day (Coughlin Number 1),en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5767,613026667,"Gina Mayer, Mercer Mayer",1994,Just Me in the Tub (Mercer Mayer's Little Critter),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5768,62267175,Nicole  Williams,2013,"Crush (Crash, Number 3)",en-US,https://images.gr-assets.com/books/1350690968m/16096514.jpg
5769,031608106X,Mira Grant,2011,"Deadline (Newsflesh Trilogy, Number 2)",en-US,https://images.gr-assets.com/books/1408500444m/8429687.jpg
5770,525951059,Harlan Coben,2009,Long Lost  (Myron Bolitar Number 9),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5771,440242916,Karin Slaughter,2005,"Faithless (Grant County, Number 5)",en-US,https://images.gr-assets.com/books/1167323214m/21722.jpg
5772,1430300612,Jill Bolte Taylor,2006,My Stroke of Insight: A Brain Scientist's Personal Journey,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5773,1582406847,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,"The Walking Dead, Vol. 06: This Sorrowful Life",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5774,61161535,"Isabel Allende, Margaret Sayers Peden",2006,Inés of My Soul,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5775,425199584,Dean Koontz,1991,Cold Fire,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5776,031632468X,Emma Donoghue,2014,Frog Music,eng,https://images.gr-assets.com/books/1393227215m/18295858.jpg
5777,1573227951,Iain Pears,1997,An Instance of the Fingerpost,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5778,9797591514,Donny Dhirgantoro,2005,5 cm,ind,https://images.gr-assets.com/books/1472231689m/1499340.jpg
5779,60517123,"Geoffrey A. Moore, Regis McKenna",1991,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,en-US,https://images.gr-assets.com/books/1421709292m/61329.jpg
5780,345497457,Peach-Pit,2006,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, Number 1)",,https://images.gr-assets.com/books/1320532059m/1881621.jpg
5781,045121577X,Harlan Coben,2005,The Innocent,eng,https://images.gr-assets.com/books/1309197260m/43926.jpg
5782,586062009,Isaac Asimov,1985,Robots and Empire (Robot Number 4),eng,https://images.gr-assets.com/books/1335782304m/76688.jpg
5783,60085495,Aldous Huxley,1962,Island,eng,https://images.gr-assets.com/books/1375947541m/5130.jpg
5784,375424474,Neil Shubin,2008,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,,https://images.gr-assets.com/books/1320439515m/1662160.jpg
5785,573613052,Jean-Paul Sartre,1944,No Exit,eng,https://images.gr-assets.com/books/1362639118m/123933.jpg
5786,1591841666,Seth Godin,2007,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),,https://images.gr-assets.com/books/1311282216m/324748.jpg
5787,618982507,Alison Bechdel,2012,Are You My Mother?,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5788,9719234202,Bob Ong,2001,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),fil,https://images.gr-assets.com/books/1297789858m/1433337.jpg
5789,1780481012,Robin Hobb,2011,The Farseer Trilogy (Farseer Trilogy Number 1-3),eng,https://images.gr-assets.com/books/1447493572m/10762697.jpg
5790,312992629,Elin Hilderbrand,2005,The Blue Bistro,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5791,1250001544,Darynda Jones,2012,"Third Grave Dead Ahead (Charley Davidson, Number 3)",eng,https://images.gr-assets.com/books/1310823404m/12043770.jpg
5792,60930314,"Milan Kundera, Linda Asher",1997,Identity,eng,https://images.gr-assets.com/books/1410130249m/28635.jpg
5793,805099247,Mary E. Pearson,2015,"The Heart of Betrayal (The Remnant Chronicles, Number 2)",eng,https://images.gr-assets.com/books/1414932049m/21569527.jpg
5794,60856262,Loung Ung,2000,First They Killed My Father: A Daughter of Cambodia Remembers,en-US,https://images.gr-assets.com/books/1407105580m/4373.jpg
5795,425142485,"Owen  West, Dean Koontz",1980,The Funhouse,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5796,074329730X,Stephen M.R. Covey,2006,The Speed of Trust: The One Thing that Changes Everything,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5797,671004549,Mary Higgins Clark,1998,You Belong To Me,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5798,552152161,Betty Mahmoody,1987,Not Without My Daughter,eng,https://images.gr-assets.com/books/1416296090m/43255.jpg
5799,553584529,Lisa Gardner,2003,"The Killing Hour (Quincy & Rainie, Number 4)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5800,345418514,Piers Anthony,1979,"Castle Roogna (Xanth, Number 3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5801,671673688,Mary Higgins Clark,1989,While My Pretty One Sleeps,eng,https://images.gr-assets.com/books/1421102605m/571555.jpg
5802,856761222,Joseph Kesselring,1939,Arsenic and Old Lace,,https://images.gr-assets.com/books/1319500896m/178599.jpg
5803,61132233,Ellen Schreiber,2007,"Dance with a Vampire (Vampire Kisses, Number 4)",eng,https://images.gr-assets.com/books/1443971681m/263171.jpg
5804,140045295,Ken Kesey,1964,Sometimes a Great Notion,,https://images.gr-assets.com/books/1364846481m/529626.jpg
5805,590554093,Tamora Pierce,1998,"Tris's Book (Circle of Magic, Number 2)",eng,https://images.gr-assets.com/books/1328860149m/58890.jpg
5806,1439171211,Sam Harris,2010,The Moral Landscape: How Science Can Determine Human Values,en-US,https://images.gr-assets.com/books/1331317058m/7785194.jpg
5807,,Darcie Chan,2014,The Mill River Recluse,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5808,1582344159,Douglas Coupland,2003,Hey Nostradamus!,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5809,802135587,Jon Lee Anderson,1997,Che Guevara: A Revolutionary Life,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5810,,Scott Westerfeld,2004,"The Secret Hour (Midnighters, Number 1)",eng,https://images.gr-assets.com/books/1501166713m/24766.jpg
